id,titles,types,pro_names,pubs
https://www.bibenet.com/zbgg75139861.html,2022年中国联通青海省分公司青海交通音乐广播广告采购单一来源采购需求公示,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75119152.html,玉树市乡村振兴局财政扶贫资产确权清查公开招标意向公告2022年4月至5月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75117203.html,采购信息化电子病历系统升级项目竞争性谈判公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75082823.html,同仁市自然资源局(同仁县林业和草原局、三江源自然保护地同仁县管理局、同仁县自然资源确权登记局)2022年4月至5月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75087033.html,【样机锻件】采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75117665.html,海南州贵德县人民法院关于拍卖青E59737吉利汽车（第一次拍卖）的公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136729.html,属地互联网大数据分析账号服务项目询比采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136715.html,藏汉机器翻译系统升级询比采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75086974.html,【黄河鑫业有限公司数控切割机零购】采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136731.html,大屏系统维修及运维保障询比采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114550.html,格尔木市2021年第二批中央林业草原生态保护恢复资金草原有害生物普查项目采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75086978.html,【青海黄河水电公司新能源分公司能源管理体系评审项目】采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75106072.html,某单位机场供电线路整治项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75113930.html,李家峡水电站厂房、消防站部分设施零星修缮招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75082338.html,西宁铁路运输检察院2022年4月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75077915.html,【物资类】中国电建水电三局国能青海黄河玛尔挡水电站大坝及溢洪道工程轮胎采购项目竞标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75089414.html,青海黄河风力发电有限责任公司茶卡、切吉敦曲、莫合风电场与109国道平面交叉路口整改工程建设征地社会稳定评估服务,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114543.html,门源县2021年第二批中央林业改革发展资金森林质量精准提升项目（人工费部分）竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136744.html,囊谦县移动基层社试点项目询比公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75082006.html,海北州海晏县西海镇保障性公共租赁住房建设项目递交资审申请书公示,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75084589.html,互助土族自治县中医院绩效管理系统采购项目招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75065493.html,青海省地质环境调查院水文地质勘查专用设备采购项目竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073931.html,​察尔汗盐湖景区设施设备及盐盖道路维修服务项目采购公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75065800.html,采购医疗器械、常用医疗设备项目,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073921.html,玛沁县通自然村白塔-哈龙公路施工招标公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073920.html,久治县智青松多镇黄河路道路改造工程项目询比采购公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75065025.html,互助北山森林养生营地项目递交资审申请书公示,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073155.html,铜普镇都兰河村花卉种植项目竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75021522.html,西宁市文化旅游广电局2022年5月至6月政府采购意向,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75023728.html,格尔木市城南物流园排水管网建设项目（一期）设备采购（包一、包二）招标公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75033280.html,国际金融城北区A-5地块项目电梯采购及安装,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75061739.html,久治县生态畜牧业发展项目（久治县门堂乡门堂村农畜产品加工销售项目）,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073160.html,海东市乐都区峰堆乡上一村人居环境提升项目竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073932.html,​2022年门源县青石嘴镇、北山及珠固乡人饮提升改造工程招标公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75020807.html,玛沁县黄河路北社区嵌入式养老服务设施建设项目递交资审申请书公示,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75021717.html,泽库县文体广电旅游局2022年4月政府采购意向,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073917.html,祁连县野牛沟乡达玉村人畜饮水安全巩固提升工程询比采购公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75158204.html,玛沁县东倾沟乡寄宿制学校教师周转房建设项目标段一,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75027305.html,青海高等职业技术学院保洁社会化服务采购项目合同公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75027238.html,开放大学教务处印刷服务,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75055868.html,2022年度海西州公安局食堂主副食品及警犬犬粮药品配送项目竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75049397.html,青海省高速公路运营管理集中监控专项工程交工前质量检测询比采购公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75050612.html,青海宏腾工程项目管理咨询有限公司关于2022年海南州疾控中心实验室试剂耗材采购项目的竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75067697.html,湟中区2022年森林生态效益补偿基金实施方案编制竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75067385.html,《隧道照明随车调光系统节能减排》软硬件设备合作研发标段二,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073149.html,2022年刚察县泉吉乡特色优势产业发展（切吉村规模化养殖场）建设项目（设备采购）竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073158.html,海东市乐都区区委区政府购买第三方服务的竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75069280.html,同德县民兵训练场建设项目的竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75037904.html,天峻县农牧水利和乡村振兴局2022年4月至5月政府采购意向,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75061927.html,青少年法治教育基地打造项目的竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75062155.html,抗旱设备及物资采购项目询价公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75070250.html,海东市乐都区区委区政府购买第三方服务的竞争性磋商公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75047139.html,海晏县公安局2022年4月政府采购意向,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75065437.html,海西州公安局交警支队车管所考试专用车（特种专特技术用车）采购项目,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75066583.html,玛沁县通自然村白塔-哈龙公路,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75066899.html,某单位军史长廊架建设采购项目-招标公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75065705.html,中国铁塔股份有限公司青海省分公司2022年室内分布专业仪器仪表产品采购项目（第二次）比选公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75020775.html,玛沁县雪山路南社区嵌入式养老服务设施建设项目递交资审申请书公示,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75021320.html,青海福彩中心机房电脑票销售系统维护项目单一来源采购征求意见公示,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073919.html,样品室、接样室、卫生间等区域升级改造项目询比采购公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75073928.html,某单位办公楼卫生间改造项目工程竞争性谈判公告,招标公告,青海省,2022-04-26
https://www.bibenet.com/zbgg75128713.html,康熙二十六年《西宁县志》译注本印刷,招标公告,青海省,2022-04-28
https://www.bibenet.com/zbgg75143103.html,青海省格尔木市驼路沟东地区钴金矿调查评价钻探工程竞争性磋商公告,招标公告,青海省,2022-04-28
https://www.bibenet.com/zbgg75150604.html,青海云天化国际化肥有限公司2022年度全厂防腐绝热工程维修项目施工单位入围招标入围候选人公示,招标公告,青海省,2022-04-28
https://www.bibenet.com/zbgg75163235.html,青海五彩碱业有限公司5号格田建设项目HDPE光面土工膜防渗工程,招标公告,青海省,2022-04-28
https://www.bibenet.com/zbgg75139393.html,民和回族土族自治县隆治乡人民政府2022年4月至5月政府采购意向,招标公告,青海省,2022-04-28
https://www.bibenet.com/zbgg75166827.html,2021年祁连山国家公园门源片区及周边地区草地和人类活动迹地生态修复（生态环境综合整治“巩固提升”行动）项目,招标公告,青海省,2022-04-28
https://www.bibenet.com/zbgg75143432.html,海南藏族自治州藏文信息技术研究中心2022年5月至6月政府采购意向,招标公告,青海省,2022-04-28
https://www.bibenet.com/zbgg75134205.html,都兰县民政局2022年4月至5月政府采购意向,招标公告,青海省,2022-04-28
https://www.bibenet.com/zbgg75139450.html,海南藏族自治州藏文信息技术研究中心2022年4月政府采购意向,招标公告,青海省,2022-04-28
https://www.bibenet.com/zbgg75114545.html,刚察县行政事业单位公务用车统一保险竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75117210.html,"人才培养模式改革项目-青海师范大学体育中心实践能力提升项目的竞争性磋商公告\"",\""bidOpeningTime\"":1652077800000,\""url\"":\""/ZcyAnnouncement/ZcyAnnouncement3011/4BWh1w2TXG+i3l8bav29PA==.html\""},\""sort\"":[1651058139000,\""15261179\""]},{\""_index\"":\""prod-articles-38\"",\""_type\"":\""prod-article-38\"",\""_id\"":\""15261155\"",\""_score\"":null,\""_source\"":{\""pathName\"":\""竞争性磋商公告\"",\""districtName\"":\""互助土族自治县\"",\""gpCatalogName\"":\""B工程\"",\""publishDate\"":1651058071000,\""procurementMethod\"":\""竞争性磋商\"",\""articleId\"":15261155,\""invalid\"":0,\""siteId\"":38,\""gpCatalogTyp",招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75108370.html,某单位机场供电线路整治项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75112337.html,黄河鑫业有限公司1#球磨机修理招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75123681.html,西宁市湟中区第二人民医院购置全高清电子内镜系统采购项目竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75089914.html,互助土族自治县农业农村和科技局2022年4月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75122480.html,海东市乐都区高庙镇人民政府2022年4月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75120477.html,西宁市湟中区第二人民医院购置骨科C臂机竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75090239.html,中国电信股份有限公司海东分公司2022年政企业务能力提升实训服务,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75094424.html,共和县倒淌河镇甲乙村养殖场建设项目（土建）,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114301.html,民族团结教育基地学员公寓改造工程招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75117121.html,民族团结教育基地学员公寓改造工程公开招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75116353.html,【西宁热电磨煤机磨辊辊套及衬瓦在线堆焊项目】采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75119123.html,河南蒙古族自治县农牧水利和科技局2022年4月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136746.html,达日县2022年通自然村道路建设项目监理询比招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75110728.html,中国科学院青海盐湖研究所青海盐湖研究所工作园区挡土墙加固及部分路面维修改造项目公开招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75078382.html,青海交通投资有限公司公路养护服务分公司融雪剂（氯化镁）（第二次）标段标准材料采购招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114303.html,西宁市湟中区群加乡来路村泥石流灾害防治工程项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75111753.html,黄南藏族自治州麦秀林场2022年5月至6月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75111254.html,青海省藏医药研究院2022年4月至6月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75100809.html,德令哈市萨尔特格沟治理工程,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136736.html,某单位靶场维修改造项目的竞争性谈判公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75117124.html,草原有害生物普查项目的公开招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75121508.html,海东市乐都区峰堆乡红沟门村养殖(生猪）产业合作社设施配套项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75119584.html,尖扎县马克唐镇、坎布拉等乡镇农田灌溉提升工程项目询比招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75119555.html,民族团结教育基地学员公寓改造工程施工招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136726.html,西宁农商银行企业文化上墙项目询比公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136732.html,黄河鑫业有限公司1#球磨机修理招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75115702.html,西宁市南山路道路雨污水管网提升改造建设项目设计、施工总承包,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136754.html,共和县小型水库水雨情监测设施建设项目竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75159872.html,青海省交通运输厅审计服务项目询比采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75159872.html,青海省交通运输厅审计服务项目询比采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75104921.html,青海省地质环境监测总站2022年4月至6月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75139739.html,2022年中国联通青海省分公司火车站LED屏广告采购单一来源采购需求公示,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75104325.html,互助县2022年农作物种子工程杂交油菜亲本和制种基地建设项目询价公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75089775.html,宁秀镇智赛日村千头牦牛养殖基地及牲畜改良建设项目（泽库县牦牛购置一标段）,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75139921.html,2022年中国联通青海省分公司大青海网广告发布采购单一来源采购需求公示,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75081836.html,德令哈市人民法院关于长江路东侧E座2单元7层西型702号房产（第一次拍卖）的公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75117169.html,互助土族自治县中医院绩效管理系统采购项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136742.html,售后维修车间改造工程维修项目询比采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136720.html,南川工业园区马家滩加压泵站及供水管线工程全过程造价咨询服务询比采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75093191.html,某单位制式营具采购项目（二次）-招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75123685.html,创业担保贷款经办金融机构采购项目公开招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75110738.html,西宁市湟中区群加乡来路村泥石流灾害防治工程项目公开招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114548.html,青海原子城纪念馆纪念园改造提升建设项目初步设计和施工图纸设计采购项目竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75116286.html,海南州贵德县人民法院关于牙科综合治疗仪其二（变卖）的公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75112488.html,同仁市畜牧兽医站2022年4月至5月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75090516.html,青海省公路局2022年度竣工项目工程决算审计服务询比采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75112436.html,李家峡水电站厂房、消防站部分设施零星修缮招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75105962.html,青海省海西州黑石山水库除险加固工程标段二,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114546.html,西宁市人民检察院公益诉讼快速检测实验室项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136728.html,办互联网专线租赁直接采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75116771.html,西宁市南山路道路雨污水管网提升改造建设项目设计、施工总承包,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75102617.html,德令哈市萨尔特格沟治理工程水利水电招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114549.html,2022年平安区中水回用工程运行维护项目竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75117713.html,海南州贵德县人民法院关于FZY-III型妇科诊断治疗仪（变卖）的公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75112435.html,黄河大通发电有限责任公司#1、#2锅炉二次风门执行机构智能定位器分体式改造设备采购及安装工程招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75115869.html,2022年新型经营主体及农民合作社发展项目（扶持省级示范合作社）竞争性磋商采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75092026.html,中国电信青海分公司2021年安全评估子系统新建工程项目比选公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136727.html,李家峡水电站厂房、消防站部分设施零星修缮招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136733.html,南川工业园区马家滩加压泵站及供水管线工程勘察询比采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75120849.html,玉树藏族自治州文体旅游广电局2022年5月至6月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136725.html,某单位办公楼周围步行道路改造项目的竞争性谈判公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136740.html,贵德县马什格羊水库水雨情监测设施采购项目询比采购公告​,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75119510.html,达日县2022年通自然村道路建设项目监理询比招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75112452.html,2022年新型经营主题及农民合作社发展项目——扶持省级家庭农牧场竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75105818.html,囊谦县妇幼保健计划生育服务中心2022年4月至5月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136716.html,加油站进出口地坪修复项目竞标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75083077.html,生物科技产业园区管委会办公设备采购项目竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75111606.html,贵南县塔秀乡人民政府2022年4月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75118041.html,互助县职业技术学校北院学生食堂操作间维修改造项目（工程）竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75116866.html,尖扎县人民医院省县共建重点专科（外科）设施设备采购项目公开招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75117127.html,青海永鑫项目管理有限公司关于2022年湟源县化肥农药减量增效行动项目的公开招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75115780.html,采购低氟茶竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75100218.html,西宁市城西区自然资源和林业局2022年4月至5月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136734.html,青海西部水电有限公司无人值守智能计量系统技术改造项目招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114544.html,德令哈工业园《化工园区产业规划》《安全发展规划》竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114538.html,同仁市2022年笼式足球场建设项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75123682.html,西宁市湟中区第二人民医院购置骨科C臂机竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75094697.html,青海大学农林科学院2022年4月至5月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75094580.html,国电电力-青海新能源-电力技术监督管理与评价项目-直接采购-服务,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75116772.html,长江源园区国家公园可可西里管理处2021年第二批中央林业草原生态保护恢复资金（国家公园补助）退化草地补播治理项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75082762.html,变更公告刚察县公安局扩容视频监控储存分包一,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75123683.html,海东市乐都区峰堆乡红沟门村养殖(生猪）产业合作社设施配套项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114542.html,"青海省国丰工程项目管理有限公司关于城西区2021年第一批中央林业改革发展资金森林抚育项目（第三次）的竞争性磋商公告\"",\""bidOpeningTime\"":1652232600000,\""url\"":\""/ZcyAnnouncement/ZcyAnnouncement3011/bmHbXxEXD23OOf/6kARMBQ==.html\""},\""sort\"":[1651051819000,\""15258362\""]},{\""_index\"":\""prod-articles-38\"",\""_type\"":\""prod-article-38\"",\""_id\"":\""15258179\"",\""_score\"":null,\""_source\"":{\""pathName\"":\""竞争性磋商公告\"",\""districtName\"":\""乐都区\"",\""gpCatalogName\"":\""B工程\"",\""publishDate\"":1651051621000,\""procurementMethod\"":\""竞争性磋商\"",\""articleId\"":15258179,\""invalid\"":0,\""siteId\"":3",招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136719.html,全网大数据分析系统账号运维服务询比采购公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75100031.html,都兰县人民法院2022年4月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75104631.html,中国电信青海分公司2022年容器安全防护系统建设项目比选公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75105487.html,中共尖扎县委统一战线工作部2022年4月至5月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75112891.html,中国电信青海分公司2022年统一监控平台建设软件开发项目招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75112332.html,青海西部水电有限公司无人值守智能计量系统技术改造项目招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136748.html,长江源园区国家公园可可西里管理处2021年第二批中央林业草原生态保护恢复资金（国家公园补助）退化草地补播治理项目货物（技术服务）公开招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75136721.html,南川工业园区马家滩加压泵站及供水管线工程设计招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75121977.html,车库卷闸门采购项目公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75115865.html,同仁市乡镇健身场地及器材补短板项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75118041.html,互助县职业技术学校北院学生食堂操作间维修改造项目（工程）竞争性磋商公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75139832.html,2022年中国联通青海省分公司公交站台广告（西广部分）采购单一来源采购需求公示,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75118343.html,尖扎县教育局2022年4月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75105771.html,青海德实工程咨询有限公司2022-2024年浙江省对口支援海西州项目全过程管理的公开招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75114004.html,青海盐湖研究所工作园区挡土墙加固及部分路面维修改造项目标段一,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75105256.html,同德县自然资源和林业草原局2022年4月政府采购意向,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75112279.html,青海桥头铝电股份有限公司检斤计量无人值守（集中监控）及采制化管理系统改造项目招标公告,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75087513.html,互助土族自治县中医院绩效管理系统采购项目,招标公告,青海省,2022-04-27
https://www.bibenet.com/zbgg75121754.html,某单位机场供电线路整治项目-招标公告,招标公告,青海省,2022-04-27
